SECTOR;CANTIDAD;FOB_TOTAL;FLETE_TOTAL;CIF_TOTAL
1;2;475.58;9.24;489.57
1;50;3625.56;70.48;3732.29
1;118;8556.32;166.35;8808.23
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;1;98.1;1.9;100.98
1;2;398.81;7.75;410.54
1;15;2671.18;51.93;2749.82
1;7;2090.02;40.63;2151.55
1;7;2515.49;48.9;2589.54
1;1;1110.06;21.58;1142.74
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;1;103.43;2.01;106.47
1;9;3234.21;62.87;3329.42
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;129.02;2.5;132.81
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;166.34;3.23;171.23
1;1;1496.07;29.08;1540.11
2;100;3518.92;68.41;3622.51
1;10;895.72;17.41;922.08
1;20;1791.45;34.82;1844.18
1;12;1279.61;24.87;1317.27
1;10;3593.57;69.86;3699.36
1;1;1496.07;29.08;1540.11
1;1;1496.07;29.08;1540.11
1;1;2035.64;39.57;2095.56
2;153;4078.75;79.29;4198.82
1;25;2345.95;45.6;2415.01
1;21;3179.83;61.82;3273.44
1;4;699.52;13.6;720.11
1;23;2158.27;41.96;2221.81
2;200;5118.43;99.51;5269.12
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
1;1;143.95;2.79;148.18
2;10;351.89;6.84;362.24
2;25;2239.31;43.53;2305.23
2;25;2239.31;43.53;2305.23
1;1;2035.64;39.57;2095.56
1;10;2884.24;56.07;2969.15
1;4;605.68;11.77;623.5
1;20;4158.73;80.85;4281.16
1;1;1070.6;20.81;1102.11
1;1;1070.6;20.81;1102.11
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;86.37;1.67;88.9
1;1;207.93;4.04;214.04
1;1;207.93;4.04;214.04
2;8;3111.52;107.35;3249.98
2;20;7263.8;250.62;7587.05
2;70;10476.2;361.46;10942.42
2;80;11286.4;389.41;11788.67
2;20;2962.6;102.21;3094.43
2;10;3813.5;131.57;3983.2
2;100;15714;542.18;16413.32
2;10;4083.9;140.9;4265.63
2;50;4254;146.77;4443.31
2;10;4954.4;207.57;5211.51
2;10;4954.4;207.57;5211.51
2;5;2477.2;103.78;2605.75
1;3;2643.75;103.85;2774.03
1;1;1190.72;46.77;1249.39
2;2;817.01;32.09;857.27
2;20;7629.19;299.69;8005.17
2;50;4255.22;167.15;4464.92
2;80;8170.34;320.95;8572.99
2;90;13335.52;523.85;13992.72
2;100;10212.93;401.19;10716.24
2;40;13936.4;547.45;14623.21
2;30;14867.46;584.03;15600.16
2;56;8802.36;345.78;9236.16
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;1;964.13;217.21;1190.98
1;25;2138.57;45.79;2205.74
1;34;3016.18;64.59;3110.93
1;13;1208.16;25.87;1246.11
1;4;1660.16;35.55;1712.31
1;1;449.89;9.63;464.01
1;15;1235.62;26.46;1274.43
1;4;2576.85;55.18;2657.79
1;3;1352.84;28.97;1395.33
1;1;397.08;8.5;409.55
1;1;430.88;9.22;444.4
1;1;430.88;9.22;444.4
1;1;430.88;9.22;444.4
1;1;430.88;9.22;444.4
1;1;430.88;9.22;444.4
1;1;430.88;9.22;444.4
1;1;430.88;9.22;444.4
1;1;430.88;9.22;444.4
1;10;2957.04;63.32;3049.93
1;7;3156.64;67.59;3255.79
1;3;2689.85;57.6;2774.34
1;30;3675.18;78.7;3790.63
1;19;2327.61;49.84;2400.72
1;6;1165.92;24.96;1202.53
1;6;1584.13;33.92;1633.89
1;12;6834.24;286.33;7188.91
1;200;12800;536.27;13464.27
2;672;9240;387.12;9719.52
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;1;175.46;6.38;183.59
1;12;2170.95;79.03;2271.69
1;3;915.46;33.33;957.94
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;111.16;4.04;116.31
1;1;158.02;5.75;165.35
1;1;111.16;4.04;116.31
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;158.02;5.75;165.35
1;1;257.2;9.36;269.13
1;1;257.2;9.36;269.13
1;1;257.2;9.36;269.13
1;1;257.2;9.36;269.13
1;1;444.65;16.18;465.27
1;1;444.65;16.18;465.27
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;228.86;8.33;239.47
1;1;129.69;4.72;135.7
1;1;129.69;4.72;135.7
1;1;1542.12;56.14;1613.68
1;1;213.6;7.77;223.5
1;14;3005.77;109.43;3145.25
1;37;4354.99;158.55;4557.09
1;10;1427.68;51.97;1493.92
1;16;2615.61;95.22;2736.98
1;5;2288.65;83.32;2394.85
1;3;1706.68;62.13;1785.87
1;5;1525.77;55.55;1596.57
1;1;88.27;3.21;92.36
1;1;88.27;3.21;92.36
1;1;88.27;3.21;92.36
1;25;2724.59;99.19;2851.02
1;7;1403.71;51.1;1468.84
1;8;1787.33;65.07;1870.27
1;3;294.25;10.71;307.9
1;1;147.12;5.35;153.94
1;1;147.12;5.35;153.94
1;1;147.12;5.35;153.94
1;1;147.12;5.35;153.94
1;1;147.12;5.35;153.94
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;736.73;26.82;770.91
1;1;486.06;17.69;508.61
1;1;250.66;9.12;262.28
1;1;250.66;9.12;262.28
1;1;250.66;9.12;262.28
1;1;250.66;9.12;262.28
1;1;250.66;9.12;262.28
1;6;2896.78;105.46;3031.2
1;10;2277.76;82.92;2383.45
1;5;2299.55;83.72;2406.26
1;1;1220.61;44.44;1277.25
1;5;490.42;17.85;513.17
1;1;1529.04;55.66;1599.99
1;1;1542.12;56.14;1613.68
1;288;20764.8;3129.1;24101.54
1;456;36844.8;5552.24;42765.48
1;250;25400;3827.59;29481.59
1;30;4752;716.09;5515.61
1;50;10850;1635.01;12593.51
1;50;12210;1839.95;14172.05
1;1;1622.86;81.9;1720.98
1;1;1449.87;73.17;1537.53
1;14;2751.25;87.62;2866.38
1;8;1495.24;47.62;1557.81
1;5;2226.85;70.92;2320.03
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;1;482.75;15.37;502.94
1;7;2093.34;66.67;2180.94
1;15;2210.83;70.41;2303.34
1;7;1181.24;37.62;1230.67
1;4;747.62;23.81;778.9
1;1;756.16;24.08;787.8
1;1;756.16;24.08;787.8
1;1;756.16;24.08;787.8
1;1;756.16;24.08;787.8
1;1;756.16;24.08;787.8
1;2;1813.52;57.76;1889.41
1;50;4699.35;149.67;4896.01
1;60;4998.4;159.2;5207.58
1;30;2819.61;89.8;2937.6
1;15;1858.38;59.19;1936.15
1;1;99.32;3.16;103.47
1;1;99.32;3.16;103.47
1;1;99.32;3.16;103.47
1;1;99.32;3.16;103.47
1;1;99.32;3.16;103.47
1;1;99.32;3.16;103.47
1;15;2210.83;70.41;2303.34
1;1;267;8.5;278.17
1;9;845.88;26.94;881.27
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;2;303.32;9.66;316.01
1;1;221.08;7.04;230.33
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;121.75;3.87;126.83
1;1;112.14;3.57;116.83
1;1;112.14;3.57;116.83
1;1;112.14;3.57;116.83
1;1;112.14;3.57;116.83
1;1;112.14;3.57;116.83
1;1;112.14;3.57;116.83
1;10;3140.02;100.01;3271.43
2;1;771.12;24.56;803.39
2;1;771.12;24.56;803.39
2;1;771.12;24.56;803.39
1;3;942;30;981.42
2;1;771.12;24.56;803.39
1;4;1256;40;1308.56
1;27;3345.08;106.54;3485.07
1;9;1682.15;53.57;1752.54
1;1;166.61;5.3;173.57
1;3;1134.25;36.12;1181.71
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;1;166.61;5.3;173.57
1;3;1134.25;36.12;1181.71
1;7;2376.43;336.13;2736.32
1;1;371.49;52.54;427.74
1;1;2624.35;371.19;3021.78
1;2;5731;810.61;6598.92
1;2;5989.74;847.21;6896.84
2;40;3403.2;481.36;3918.59
1;250;21735;1490.58;23442.93
1;150;14128.5;968.93;15238.71
1;40;3815.6;261.67;4115.42
2;15;5720.25;392.29;6169.74
2;10;4083.9;280.07;4404.8
2;15;5720.25;392.29;6169.74
2;5;2477.2;169.88;2671.85
1;12;3474.86;111.43;3621.03
1;1;360.09;11.54;375.23
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;136.77;4.38;142.51
1;1;227.59;7.29;237.15
1;6;1051.43;33.71;1095.65
1;7;2647.82;84.91;2759.2
2;1;1273.69;40.84;1327.26
1;9;1577.15;50.57;1643.49
1;10;3782.6;121.3;3941.72
1;1;205.15;6.57;213.77
1;5;560.98;17.99;584.58
1;40;4829.76;154.88;5032.93
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;1;154.93;4.96;161.43
1;23;2162.71;69.35;2253.68
1;25;3098.74;99.37;3229.09
1;25;3098.74;99.37;3229.09
1;1;258.58;8.29;269.45
1;12;1256.59;40.29;1309.44
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;4;796.5;58.9;863.36
1;1;871.18;64.43;944.32
1;10;1991.27;147.27;2158.45
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;1;444.79;32.89;482.12
1;91;11325.36;837.61;12276.22
1;24;4389.45;324.64;4757.98
1;1;371.49;17.42;392.62
1;6;2673.72;125.4;2825.85
1;2;678.98;31.84;717.61
1;1;445.62;20.9;470.97
2;10;4083.9;191.54;4316.27
2;54;8485.56;397.98;8968.39
2;9;4458.96;209.13;4712.68
1;70;6085.8;316.57;6463.22
1;150;14128.5;734.94;15004.72
2;100;15714;817.41;16688.55
2;24;3771.36;196.18;4005.25
2;50;5105;265.55;5421.6
3;1;2058.05;168.29;2246.92
1;10;2369.14;129.63;2522.46
1;10;2369.14;129.63;2522.46
1;1;108.36;5.92;115.36
1;1;108.36;5.92;115.36
1;1;108.36;5.92;115.36
1;1;108.36;5.92;115.36
1;1;108.36;5.92;115.36
1;15;2788.78;152.59;2969.25
1;1;1578.71;86.38;1680.87
1;6;943.4;51.62;1004.45
1;6;1115.51;61.03;1187.69
1;7;1301.43;71.21;1385.65
1;1;591.75;32.37;630.03
1;7;3294.48;180.26;3507.68
1;33;4978.38;272.4;5300.56
1;15;1354.55;74.11;1442.2
1;5;2326.64;127.3;2477.2
1;5;2342.58;128.17;2494.17
1;2;937.03;51.27;997.67
1;2;930.65;50.92;990.87
1;5;2353.2;128.76;2505.49
1;1;582.19;31.85;619.86
1;2;497.2;27.2;529.37
1;52;4309.07;235.78;4587.94
1;21;1963.3;107.42;2090.35
1;15;2788.78;152.59;2969.25
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;1;98.8;5.4;105.18
1;65;11670.4;638.57;12425.67
1;20;1806.07;98.82;1922.95
1;15;3729;204.04;3970.33
1;3;745.8;40.8;794.05
1;22;1823.07;99.75;1941.05
1;10;1859.19;101.73;1979.51
1;10;4706.41;257.52;5010.99
1;10;4706.41;257.52;5010.99
1;1;722.36;39.52;769.1
1;1;722.36;39.52;769.1
1;1;722.36;39.52;769.1
1;1;722.36;39.52;769.1
1;1;722.36;39.52;769.1
1;1;722.36;39.52;769.1
1;9;1960.11;107.25;2086.96
2;1;767.04;41.97;816.68
2;1;767.04;41.97;816.68
1;18;3346.54;183.11;3563.11
1;1;224.16;12.26;238.66
1;8;1759.32;96.26;1873.17
1;6;1058.14;57.89;1126.61
1;2;930.65;50.92;990.87
1;1;806.35;44.12;858.53
1;3;538.63;29.47;573.48
1;4;1147.38;62.77;1221.62
1;4;220.96;12.1;235.27
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;197.1;8.18;207.25
1;1;168.48;7.03;177.19
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;168.48;6.99;177.15
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;1;214.24;8.89;225.27
1;10;2173.65;90.22;2285.6
1;1;922.5;38.29;970.01
1;1;922.5;38.29;970.01
1;1;1023.38;42.48;1076.09
1;30;3276.08;135.99;3444.83
1;45;8190.21;339.97;8612.08
1;2;1062.9;44.12;1117.64
1;5;2896.47;120.23;3045.66
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;707.15;29.35;743.57
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
1;1;956.61;39.7;1005.87
2;10;3972;223.8;4235.52
2;100;15714;885.43;16756.57
1;40;3827.56;219.57;4085.4
2;20;7968.91;457.14;8505.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
1;1;145.71;7.57;154.73
